entity,code,GPDpc1950,GPDpc1951,GPDpc1952,GPDpc1953,GPDpc1954,GPDpc1955,GPDpc1956,GPDpc1957,GPDpc1958,GPDpc1959,GPDpc1960,GPDpc1961,GPDpc1962,GPDpc1963,GPDpc1964,GPDpc1965,GPDpc1966,GPDpc1967,GPDpc1968,GPDpc1969,GPDpc1970,GPDpc1971,GPDpc1972,GPDpc1973,GPDpc1974,GPDpc1975,GPDpc1976,GPDpc1977,GPDpc1978,GPDpc1979,GPDpc1980,GPDpc1981,GPDpc1982,GPDpc1983,GPDpc1984,GPDpc1985,GPDpc1986,GPDpc1987,GPDpc1988,GPDpc1989,GPDpc1990,GPDpc1991,GPDpc1992,GPDpc1993,GPDpc1994,GPDpc1995,GPDpc1996,GPDpc1997,GPDpc1998,GPDpc1999,GPDpc2000,GPDpc2001,GPDpc2002,GPDpc2003,GPDpc2004,GPDpc2005,GPDpc2006,GPDpc2007,GPDpc2008,GPDpc2009,GPDpc2010,GPDpc2011,GPDpc2012,GPDpc2013,GPDpc2014,GPDpc2015,GPDpc2016,GPDpc2017,GPDpc2018,GPDpc2019,population,pop2019,pop1960,oecd,growth2011_1960,growth2019_1960,GDPpc1960relusa
Tanzania,TZA,,,,,,,,,,,1161.4685,1159.6581,1235.4487,1288.0676,1446.3667,1419.2965,1481.2219,1517.6156,1574.1365,1598.0135,1676.8848,1704.2465,1741.5009,1812.2804,1819.2181,1899.053,2021.95,1905.9738,1896.0154,1884.1433,1739.4127,1497.8091,1467.3827,1504.3939,1548.8845,1716.8428,1129.7528,907.89063,1153.197,1075.9503,1094.8287,1075.0016,988.69037,912.10748,876.22058,923.05133,957.90845,1031.452,1091.6255,1137.4081,1186.7374,1256.266,1342.6566,1399.6641,1448.066,1594.942,1720.4012,1836.2662,1962.7386,2046.7371,2284.5356,2613.5481,2381.5862,2403.5068,2352.7849,2468.4331,2404.3779,2300.1057,2318.2312,2358.761,28254658.8,59174888,9901421,0,1.6029539,1.208003,-2.7989306
Thailand,THA,1219.2501,1144.0663,1108.7451,992.12305,1047.7863,937.45874,953.79779,1046.6194,1043.9219,1120.3108,1205.7057,1243.5005,1274.0046,1320.2527,1387.7429,1501.5001,1702.9968,1697.0647,1766.3208,1896.1473,2486.4419,2540.8486,2578.0957,2731.4102,2768.1887,2836.4402,3014.5557,3267.7322,3516.0986,3641.6516,3736.9082,3879.2715,3950.7891,4087.3435,4233.8911,4299.1558,4294.9404,4595.9395,5043.6074,5437.5073,5926.1763,6233.3379,6842.0918,7366.1221,7955.1265,8935.833,9778.3564,8871.5693,7417.9507,7583.1431,7754.8379,7973.4849,8546.5527,9118.8945,9775.835,10626.438,11142.396,11842.095,12565.461,12314.047,13892.665,14623.642,16121.761,16157.032,15646.753,15575.195,15815.401,16665.379,16928.791,17116.309,52581895.78333333,71522264,26851750,0,5.0149813,4.5991812,-2.7615507
Togo,TGO,,,,,,,,,,,1238.234,1314.0376,1319.9995,1375.5249,1547.6357,1723.808,1847.858,1887.1837,1892.4492,2075.9958,1966.118,2028.4393,2060.4207,1975.5341,2111.9204,2012.8306,2012.9625,2345.9033,2606.9475,2690.5225,2424.6123,2121.6226,2003.6792,1777.7838,1652.201,1652.177,1661.0461,1596.2472,1777.7958,1746.3785,1899.938,1711.5516,1692.4188,1367.7499,1489.8362,1481.6042,1716.042,1821.1954,1533.0375,1636.7063,1490.2125,1452.2821,1475.4025,1479.0554,1424.0776,1338.2369,2293.9058,1294.8979,1236.9065,1252.2625,1297.4478,1395.0455,1564.8275,1632.3602,1755.0032,1937.6711,2044.9462,2051.678,,2235.2266,4270513.95,8463068,1673116,0,.23407918,1.0061405,-2.7349296
Trinidad and Tobago,TTO,6108.856,6583.6309,6753.7686,6832.5884,7058.7344,7776.7915,8420.0527,9047.5576,9742.8525,10195.471,10928.016,12403.596,12162.547,12956.706,13678.785,13286.245,13814.523,14528.933,15421.494,16716.188,16608.754,15609.509,17791.883,17445.896,17529.752,17550.479,19183.463,19981.354,21961.609,22427.672,23506.057,24200.697,24623.846,21539.248,19708.65,18251.221,15952.096,13949.773,12825.382,11849.924,12189.12,11836.742,11192.814,10427.858,10347.843,10363.36,10158.432,10338.003,10179.686,12015.735,14600.522,13814.56,14273.333,18370.721,20277.248,24625.355,29506.781,32177.518,37359.008,27754.578,31893.307,35802.52,35146.191,34756.574,33281.586,29230.359,26597.217,26099.359,27551.195,28643.447,1202136.816666667,1484898,844954,0,2.3541224,1.6466216,-.55728608
Tunisia,TUN,,,,,,,,,,,1871.8934,1898.7611,1885.9642,2032.9137,2046.0151,2083.9084,2117.6011,2075.8188,2200.5242,2243.9277,2886.9456,3077.9873,3530.1438,3487.1763,3785.4856,3968.5962,4136.9526,4233.1411,4389.9863,4591.9302,4946.6348,5106.1289,5075.3433,5254.9971,5427.4629,5510.4946,5380.7163,5636.4951,5770.1567,5918.9561,6227.7778,6351.8613,6937.3247,7301.7583,7819.8384,8370.4473,9456.3672,9399.9385,9169.9805,9019.6172,9209.7324,9309.3154,9135.332,9128.2715,9222.7959,9700.7344,10007.455,10596.723,11081.663,11440.045,12024.073,11746.1,11816.902,11290.616,11199.042,10798.313,10819.564,10910.07,11044.128,11090.384,8046864.516666667,11875085,4267298,0,3.6667449,3.0613968,-2.3216653
Turkey,TUR,3408.9294,4114.7651,4484.1563,4882.4399,4338.1289,4608.8799,4501.4194,5312.9502,5668.8945,5383.3765,5130.8682,5082.4038,5268.0254,5642.6606,5693.9033,5695.8501,6418.1279,6451.1636,6761.1304,6927.5796,7211.2603,7251.0835,7715.5493,7880.4077,8740.4521,9154.8643,9936.6143,9555.5195,9047.7656,8699.0713,8409.3975,9203.8232,8904.8008,9120.9258,9455.8232,9774.4844,10200.175,11135.623,11015.158,10813.674,11445.991,10758.978,11111.418,12049.396,10851.783,11844.704,12842.729,13296.911,13048.847,12271.654,13102.521,12617.92,12320.653,11893.271,13078.015,14305.218,16124.404,17354.523,18270.861,17457.613,19774.947,21790.711,22535.361,23663.619,24477.896,25759.299,25308.475,26611.184,27500.416,26947.576,55206967.95,85357672,28329894,1,2.8762925,2.8511055,-1.3133409
Uganda,UGA,909.65942,1104.1638,1013.2717,813.68353,864.50385,848.52179,836.80658,946.72266,884.45392,905.55145,867.97485,859.94525,855.53302,849.65814,894.70276,877.72473,899.98492,857.30151,878.01349,932.86517,1105.5073,1069.3455,1150.9282,1164.2828,1077.4282,1118.3683,1141.5238,1150.5592,1101.3717,908.18146,828.06854,848.1709,929.30939,979.32776,925.1991,870.19434,853.15802,882.13226,903.73895,898.03326,896.45203,884.68158,889.23401,901.85382,1170.7941,1148.7885,1118.6869,1144.027,1217.1014,1246.0573,1280.7323,1323.4889,1356.7524,1385.184,1422.1758,1521.9913,1577.8361,1631.8851,1708.3127,1831.6345,1946.5391,2054.6318,1923.2571,1896.2063,1906.1506,1986.3871,1901.3954,1927.2313,1992.5455,2092.1492,20099331.66666667,42999636,7640975,0,1.703941,1.5023333,-3.0902083
United Kingdom,GBR,10457.379,10759.39,10696.734,11204.896,11594.523,12021.088,12219.745,12400.649,12402.609,12756.472,13277.785,13502.723,13551.653,13989.652,14730.6,15018.666,15258.811,15526.915,16086.742,16329.385,16703.924,16915.135,17417.063,18581.949,17964.908,17617.301,18492.521,19375.945,20694.65,21871.568,22179.236,21716.842,21741.299,22223.566,22475.619,22813.941,23032.383,23998.707,24798.924,25105.535,25300.641,24466.111,24367.127,24975.395,25611.42,28073.4,29682.402,31371.133,32121.951,33362.672,35217.961,35888.945,35795.543,36378.227,37092.02,39429.309,39719.867,39250.949,40177.633,36955.32,39109.238,39317.527,40067.906,41322.348,41283.164,42629.234,42644.363,44093.934,44296.246,44274.957,58431812.16666666,67110960,52538548,1,2.1514003,2.0622077,-.36252344
United States,USA,15911.842,16814.244,17094.783,17586.408,17226.949,18205.357,18296.604,18360.441,17873.422,18855.439,19079.525,19246.521,20092.721,20687.402,21628.648,22745.727,23932.801,24255.711,25147.795,25697.338,25444.533,26055.357,27223.623,28641.65,28130.115,27739.982,29056.281,30150.48,31586.988,32332.086,31852.342,32363.209,31322.746,32433.318,34566.895,35481.77,36283.551,37202.922,38361.336,39332.738,39577.016,39048.797,40083.852,40852.215,42154.473,42847.785,44033.578,45489.996,46967.602,48561.875,50036.992,49912.227,50114.773,51065.867,52582.02,53969.164,55032.859,55561.863,54933.59,52871.707,53887.066,54379.754,55351.996,56144.172,57250.527,58543.563,59115.328,60116.57,61618.742,62589,256254828.5333333,337790080,180274560,1,2.0749118,2.0339227,0
Uruguay,URY,6526.4111,7585.707,7111.3096,7361.0913,8003.2632,8123.4116,7993.7231,8132.54,7595.2393,7258.9854,7470.1802,7475.1816,7465.9185,7232.2021,7426.6665,7337.6055,7547.3066,7244.7446,7289.0503,7707.1035,8187.6958,8210.624,7966.646,8148.9824,8295.7891,8600.1807,8669.5342,8544.5156,8936.0752,9681.5459,10248.935,10303.175,9195.9941,8173.5762,8066.832,7954.665,8980.6465,9935.6416,9807.6367,9805.0508,9663.7988,10108.862,11304.399,11638.081,12527.946,12355.193,13017.964,13053.823,13176.195,12399.738,11817.271,11256.09,10349.894,10257.761,10614.157,11229.846,11861.173,13070.946,14605.955,15475.951,17710.604,19352.547,19712.188,19969.344,20720.693,20543.252,20435.482,20615.557,20458.264,20545.422,3061353.316666667,3397205,2529964,0,1.8840078,1.7295647,-.9376967
Zambia,ZMB,,,,,,1341.6407,1479.9146,1647.7136,1572.0781,1737.5988,1838.1289,1842.408,1746.6328,1783.7516,1978.8351,2321.0203,2355.3481,2704.9956,2807.5483,2600.5676,2275.0798,2232.7922,2378.4734,2317.1433,2216.0349,2365.5378,2391.498,2016.0638,1843.4957,1730.7064,1598.3624,1760.384,1785.5258,1734.8918,1892.1041,1977.921,1634.5558,1611.9622,1712.015,1398.3528,1340.1674,1310.351,1155.1051,1103.1084,1016.8345,1021.174,1127.2813,1183.5048,1108.5187,1079.788,1292.3497,1336.991,1393.0215,1537.4673,1592.6824,1776.4873,2012.8278,2636.5791,2754.6807,3004.5593,3307.8254,3693.4885,3503.7019,3438.3279,3464.5913,3277.0535,3324.5049,3164.3777,3196.1765,3179.1958,8633760.4,18513840,3153731,0,1.3776847,.93293536,-2.3398676
Zimbabwe,ZWE,,,,,1978.8944,1978.5311,2090.8877,2234.5208,2166.489,2381.6321,2448.0168,2509.4573,2415.8567,2397.5691,2263.4636,2415.8372,2287.8645,2240.1953,2005.1678,2443.5271,2893.5947,3048.605,3301.5903,3334.0842,3533.7402,3331.3457,3229.8303,2811.0608,3012.7844,3062.3293,3119.9524,3673.0012,3747.5886,4215.3325,3879.1897,4068.4963,4104.3838,3923.4993,4489.6963,4880.1211,5299.8848,6175.5547,5519.6973,5528.0615,5997.4248,5814.6826,6447.4219,5504.5591,4694.4028,4367.0337,3356.7063,3782.8767,3254.0942,2272.4414,2121.9124,1801.4781,1359.0446,1525.4365,1196.9508,2112.6648,2281.9915,2449.2092,2762.6843,2864.603,2846.522,2880.9058,2919.6169,3112.875,3007.2371,2787.6589,9443799.483333332,15271377,3809393,0,.00095483306,.22045265,-2.0533376
